query,expected,adaptive_lexical_pred,adaptive_lexical_score,adaptive_lexical_correct,adaptive_lexical_specificity,adaptive_lexical_overlap,adaptive_semantic_pred,adaptive_semantic_score,adaptive_semantic_correct,adaptive_semantic_specificity,adaptive_semantic_overlap
Hộp nhựa đựng thực phẩm,Hộp nhựa,Hộp nhựa,0.23552076518535614,True,1.6094379124341003,2,Hộp nhựa,0.23552076518535614,True,1.6094379124341003,2
Màng bọc thực phẩm Ringo,Màng bọc thực phẩm,màng bọc thực phẩm,0.4204516112804413,True,1.6094379124341003,4,màng bọc thực phẩm,0.4204516112804413,True,1.6094379124341003,4
Tăm tre,Tăm tre,Tăm,0.8644593358039856,False,0.5108256237659907,1,Tăm,0.8644593358039856,False,0.5108256237659907,1
Nến sinh nhật,Nến sinh nhật,nến sinh nhật,0.9214306473731995,True,1.6094379124341003,3,nến sinh nhật,0.9214306473731995,True,1.6094379124341003,3
Bài Tây,Bài Tây,bài Tây,0.9105250239372253,True,1.6094379124341003,2,bài Tây,0.9105250239372253,True,1.6094379124341003,2
Sim 4G Mobifone,Sim Mobifone,Sim 4G,0.47358396649360657,False,1.6094379124341003,2,Sim 4G,0.47358396649360657,False,1.6094379124341003,2
Thẻ cào điện thoại 100k,Thẻ cào Mobifone,thẻ 100k,0.7262625694274902,False,1.6094379124341003,2,thẻ 100k,0.7262625694274902,False,1.6094379124341003,2
Voucher Vinpearl,Voucher khách sạn,voucher Vinpearl,0.9773836135864258,False,1.6094379124341003,2,voucher Vinpearl,0.9773836135864258,False,1.6094379124341003,2
Vé xem phim CGV,Vé xem phim,Vé xem phim,0.4555860459804535,True,1.6094379124341003,3,Vé xem phim,0.4555860459804535,True,1.6094379124341003,3
Túi giặt quần áo,Túi giặt,túi giặt,0.6400364637374878,True,1.6094379124341003,2,túi giặt,0.6400364637374878,True,1.6094379124341003,2
Giấy thấm dầu,Giấy thấm dầu thực phẩm,giấy thấm dầu thực phẩm,0.9562996625900269,True,1.6094379124341003,3,giấy thấm dầu thực phẩm,0.9562996625900269,True,1.6094379124341003,3
Ống hút tre,Ống hút tre,ống hút tre,0.9211741089820862,True,1.6094379124341003,3,ống hút tre,0.9211741089820862,True,1.6094379124341003,3
Bàn chải đánh răng điện Oral-B,Bàn chải điện,Oral-B,0.6923137903213501,False,1.6094379124341003,2,Oral-B,0.6923115849494934,False,1.6094379124341003,2
Thuốc nhỏ mắt V.Rohto,Thuốc nhỏ mắt,thuốc nhỏ mắt,0.69190913438797,True,1.6094379124341003,3,thuốc nhỏ mắt,0.69190913438797,True,1.6094379124341003,3
Kính bơi Phoenix,Kính bơi,Kính bơi,0.5781802535057068,True,1.6094379124341003,2,Kính bơi,0.5781802535057068,True,1.6094379124341003,2
Áo phao cứu sinh,Áo phao,Áo phao,0.8807383179664612,True,1.6094379124341003,2,Áo phao,0.8807383179664612,True,1.6094379124341003,2
Ván trượt,Ván trượt,Ván trượt,0.9285295605659485,True,1.6094379124341003,2,Ván trượt,0.9285295605659485,True,1.6094379124341003,2
Găng tay tập gym,Găng tay tập gym,găng tay tập gym,0.9773444533348083,True,1.6094379124341003,4,găng tay tập gym,0.9773444533348083,True,1.6094379124341003,4
Thảm yoga TPE,Thảm TPE,thảm TPE,0.868188738822937,True,1.6094379124341003,2,thảm TPE,0.868188738822937,True,1.6094379124341003,2
Băng keo cá nhân,Băng keo cá nhân,băng keo cá nhân,0.9529998898506165,True,1.6094379124341003,4,băng keo cá nhân,0.9529998898506165,True,1.6094379124341003,4
Dầu cù là,Dầu cù là,dầu cù là,0.8685007095336914,True,1.6094379124341003,3,dầu cù là,0.8685007095336914,True,1.6094379124341003,3
Son gió Moodmatcher,Son gió,son gió,0.8669569492340088,True,1.6094379124341003,2,son gió,0.8669569492340088,True,1.6094379124341003,2
Phấn rôm Johnson's Baby,Phấn rôm,Phấn rôm,0.5611608028411865,True,1.6094379124341003,2,Phấn rôm,0.5611608028411865,True,1.6094379124341003,2
Đèn xông tinh dầu,Đèn xông,Đèn xông,0.34112024307250977,True,1.6094379124341003,2,Đèn xông,0.34112024307250977,True,1.6094379124341003,2
Tinh dầu sả chanh,Tinh dầu sả chanh,tinh dầu sả chanh,0.9882861971855164,True,1.6094379124341003,4,tinh dầu sả chanh,0.9882861971855164,True,1.6094379124341003,4
Thuốc nhuộm tóc L'oreal,Thuốc nhuộm tóc,Thuốc nhuộm tóc,0.8822566270828247,True,1.6094379124341003,3,Thuốc nhuộm tóc,0.8822566270828247,True,1.6094379124341003,3
Keo vuốt tóc Gatsby,Keo vuốt tóc,keo vuốt tóc,0.7844969034194946,True,1.6094379124341003,3,keo vuốt tóc,0.7844969034194946,True,1.6094379124341003,3
Sữa ong chúa,Sữa ong chúa,sữa ong chúa,0.9775815606117249,True,1.6094379124341003,3,sữa ong chúa,0.9775815606117249,True,1.6094379124341003,3
Yến sào thô,Yến thô,yến thô,0.6320745348930359,True,1.6094379124341003,2,yến thô,0.6320775151252747,True,1.6094379124341003,2
Đông trùng hạ thảo,Đông trùng hạ thảo,đông trùng hạ thảo,0.8235357403755188,True,1.6094379124341003,4,đông trùng hạ thảo,0.8235357403755188,True,1.6094379124341003,4
Nhụy hoa nghệ tây Saffron,Saffron,Saffron,0.8573273420333862,True,1.6094379124341003,1,Saffron,0.8573270440101624,True,1.6094379124341003,1
Hạt chia Úc,Hạt chia,Hạt chia,0.5905292630195618,True,1.6094379124341003,2,Hạt chia,0.5905292630195618,True,1.6094379124341003,2
Yến mạch Quaker,Yến mạch,yến mạch,0.41951465606689453,True,1.6094379124341003,2,yến mạch,0.41951465606689453,True,1.6094379124341003,2
Hạt điều rang muối,Hạt điều,Hạt điều,0.3146548867225647,True,1.6094379124341003,2,Hạt điều,0.3146548867225647,True,1.6094379124341003,2
Bò khô một nắng,Khô bò,bò một nắng,0.9679659008979797,False,1.6094379124341003,3,bò một nắng,0.9679659008979797,False,1.6094379124341003,3
Mực khô,Mực khô,mực khô,0.9636639356613159,True,1.6094379124341003,2,mực khô,0.9636639356613159,True,1.6094379124341003,2
Bánh tráng trộn,Bánh tráng trộn,bánh tráng trộn,0.9691309928894043,True,1.6094379124341003,3,bánh tráng trộn,0.9691309928894043,True,1.6094379124341003,3
Cơm cháy chà bông,Cơm cháy,Cơm cháy,0.6557494401931763,True,1.6094379124341003,2,Cơm cháy,0.6557494401931763,True,1.6094379124341003,2
Muối tôm Tây Ninh,Muối tôm,muối tôm,0.8169609904289246,True,1.6094379124341003,2,muối tôm,0.8169609904289246,True,1.6094379124341003,2
Nước rửa lens,Nước ngâm lens,nước rửa lens,0.9515443444252014,False,1.6094379124341003,3,nước rửa lens,0.9515443444252014,False,1.6094379124341003,3
Dụng cụ cắt móng tay,Bấm móng tay,bộ dụng cụ làm móng,0.41030487418174744,False,1.6094379124341003,3,bộ dụng cụ làm móng,0.4103037416934967,False,1.6094379124341003,3
Gương mini,Gương mini,gương mini,0.8095654249191284,True,1.6094379124341003,2,gương mini,0.8095654249191284,True,1.6094379124341003,2
Lược chải tóc,Lược chải tóc,lược chải tóc,0.5809586048126221,True,1.6094379124341003,3,lược chải tóc,0.5809586048126221,True,1.6094379124341003,3
Dây buộc tóc,Dây buộc tóc,dây buộc tóc,0.8765856027603149,True,1.6094379124341003,3,dây buộc tóc,0.8765856027603149,True,1.6094379124341003,3
Kẹp tăm,Kẹp tăm,kẹp tăm,0.9924578070640564,True,1.6094379124341003,2,kẹp tăm,0.9924578070640564,True,1.6094379124341003,2
Giấy A4 Double A,Giấy A4,giấy A4,0.3038679361343384,True,1.6094379124341003,2,giấy A4,0.3038679361343384,True,1.6094379124341003,2
Bút xóa Plus,Bút xóa kéo,bút xóa Plus,0.9872233867645264,False,1.6094379124341003,3,bút xóa Plus,0.9872233867645264,False,1.6094379124341003,3
File kẹp tài liệu,File kẹp,file kẹp,0.8517904281616211,True,1.6094379124341003,2,file kẹp,0.8517904281616211,True,1.6094379124341003,2
Kéo văn phòng,Kéo,kéo,0.232487753033638,True,1.6094379124341003,1,kéo,0.232487753033638,True,1.6094379124341003,1
Dập ghim Deli,Dập ghim,dập ghim,0.8905100226402283,True,1.6094379124341003,2,dập ghim,0.8905100226402283,True,1.6094379124341003,2
Băng keo trong,Băng keo trong,băng keo trong,0.8990672826766968,True,1.6094379124341003,3,băng keo trong,0.8990672826766968,True,1.6094379124341003,3
Hồ khô,Hồ khô,hồ khô,0.953253984451294,True,1.6094379124341003,2,hồ khô,0.953253984451294,True,1.6094379124341003,2
Sổ lò xo,Sổ lò xo,sổ lò xo,0.9515252113342285,True,1.6094379124341003,3,sổ lò xo,0.9515252113342285,True,1.6094379124341003,3
Nhãn vở,Nhãn vở,nhãn vở,0.9582474827766418,True,1.6094379124341003,2,nhãn vở,0.9582474827766418,True,1.6094379124341003,2
Thước kẻ 20cm,Thước kẻ,Thước kẻ,0.5540852546691895,True,1.6094379124341003,2,Thước kẻ,0.5540852546691895,True,1.6094379124341003,2
Hộp bút,Hộp bút,hộp bút kim loại,0.5461893081665039,False,1.6094379124341003,2,hộp bút kim loại,0.5461864471435547,False,1.6094379124341003,2
Cặp sách Miti,Cặp sách,Cặp sách,0.30029693245887756,True,1.6094379124341003,2,Cặp sách,0.30029693245887756,True,1.6094379124341003,2
Mực bút máy Queen,Mực,mực,0.15371325612068176,True,0.916290731874155,1,mực,0.15371325612068176,True,0.916290731874155,1
Bảng con,Bảng con,bảng con,0.9355268478393555,True,1.6094379124341003,2,bảng con,0.9355268478393555,True,1.6094379124341003,2
Phấn không bụi Mungyo,Phấn không bụi,phấn không bụi,0.7118939161300659,True,1.6094379124341003,3,phấn không bụi,0.7118939161300659,True,1.6094379124341003,3
Đèn học chống cận,Đèn học chống cận,đèn học,0.14807884395122528,False,1.6094379124341003,2,đèn học,0.14807884395122528,False,1.6094379124341003,2
Ghế xoay văn phòng Hòa Phát,Ghế xoay,ghế xoay,0.17763985693454742,True,1.6094379124341003,2,ghế xoay,0.17763985693454742,True,1.6094379124341003,2
Bàn làm việc,Bàn làm việc,bàn làm việc,0.5356464385986328,True,1.6094379124341003,3,bàn làm việc,0.5356464385986328,True,1.6094379124341003,3
Kệ sách treo tường,Kệ sách,Kệ sách,0.14047299325466156,True,1.6094379124341003,2,Kệ sách,0.14047299325466156,True,1.6094379124341003,2
Tủ quần áo,Tủ quần áo,tủ quần áo,0.9373709559440613,True,1.6094379124341003,3,tủ quần áo,0.9373709559440613,True,1.6094379124341003,3
Giường ngủ,Giường ngủ,giường đôi,0.1679827719926834,False,1.6094379124341003,1,giường đôi,0.16798371076583862,False,1.6094379124341003,1
Nệm Kim Đan,Nệm cao su,Kim Đan,0.590833842754364,False,1.6094379124341003,2,Kim Đan,0.590833842754364,False,1.6094379124341003,2
Gối cao su Liên Á,Gối cao su,gối cao su,0.27750280499458313,True,1.6094379124341003,3,gối cao su,0.27750280499458313,True,1.6094379124341003,3
Chăn hè Everon,Chăn hè,chăn hè,0.8537458777427673,True,1.6094379124341003,2,chăn hè,0.8537458777427673,True,1.6094379124341003,2
Màn chống muỗi,Màn chống muỗi,màn chống muỗi,0.9665176868438721,True,1.6094379124341003,3,màn chống muỗi,0.9665176868438721,True,1.6094379124341003,3
Rèm cửa sổ,Rèm cửa,rèm cửa,0.693681538105011,True,1.6094379124341003,2,rèm cửa,0.693681538105011,True,1.6094379124341003,2
Thảm trải sàn,Thảm trải sàn,thảm trải sàn,0.8715301156044006,True,1.6094379124341003,3,thảm trải sàn,0.8715301156044006,True,1.6094379124341003,3
Dép đi trong nhà,Dép đi trong nhà,dép đi trong nhà,0.9380234479904175,True,1.6094379124341003,4,dép đi trong nhà,0.9380234479904175,True,1.6094379124341003,4
Giấy dán tường,Giấy dán tường,giấy dán tường,0.858132541179657,True,1.6094379124341003,3,giấy dán tường,0.858132541179657,True,1.6094379124341003,3
Tranh treo tường,Tranh treo tường,tranh treo tường,0.9463317394256592,True,1.6094379124341003,3,tranh treo tường,0.9463317394256592,True,1.6094379124341003,3
Đồng hồ treo tường,Đồng hồ treo tường,đồng hồ treo tường,0.9765449166297913,True,1.6094379124341003,4,đồng hồ treo tường,0.9765449166297913,True,1.6094379124341003,4
Lọ hoa Bát Tràng,Lọ hoa gốm,lọ hoa Bát Tràng,0.9938223361968994,False,1.6094379124341003,4,lọ hoa Bát Tràng,0.9938223361968994,False,1.6094379124341003,4
Cây cảnh để bàn,Cây cảnh để bàn,cây cảnh mini,0.1548786610364914,False,1.6094379124341003,2,cây cảnh mini,0.1548779010772705,False,1.6094379124341003,2
Album ảnh,Album ảnh,album ảnh,0.9174880981445312,True,1.6094379124341003,2,album ảnh,0.9174880981445312,True,1.6094379124341003,2
Thiệp chúc mừng,Thiệp chúc mừng,thiệp chúc mừng,0.8669641017913818,True,1.6094379124341003,3,thiệp chúc mừng,0.8669641017913818,True,1.6094379124341003,3
Giấy gói quà,Giấy gói quà,giấy gói quà,0.9439748525619507,True,1.6094379124341003,3,giấy gói quà,0.9439748525619507,True,1.6094379124341003,3
Bóng bay,Bóng bay,bóng bay heli,0.6410841345787048,False,1.6094379124341003,2,bóng bay heli,0.6410841345787048,False,1.6094379124341003,2
Ruy băng,Ruy băng,ruy băng,0.9644813537597656,True,1.6094379124341003,2,ruy băng,0.9644813537597656,True,1.6094379124341003,2
Thuốc xịt chuột,Thuốc xịt chuột,thuốc xịt chuột,0.9524204134941101,True,1.6094379124341003,3,thuốc xịt chuột,0.9524204134941101,True,1.6094379124341003,3
Bột thông cống,Bột thông cống,bột thông cống,0.9399399757385254,True,1.6094379124341003,3,bột thông cống,0.9399399757385254,True,1.6094379124341003,3
Bùi nhùi thép,Bùi nhùi,bùi nhùi,0.9274632334709167,True,1.6094379124341003,2,bùi nhùi,0.9274632334709167,True,1.6094379124341003,2
Giẻ lau đa năng,Giẻ lau đa năng,giẻ lau đa năng,0.9875190258026123,True,1.6094379124341003,4,giẻ lau đa năng,0.9875190258026123,True,1.6094379124341003,4
Xô nhựa,Xô,xô,0.6172699928283691,True,1.6094379124341003,1,xô,0.6172699928283691,True,1.6094379124341003,1
Móc quần áo,Móc quần áo,móc treo quần áo,0.7406906485557556,False,1.6094379124341003,3,móc treo quần áo,0.740689754486084,False,1.6094379124341003,3
Kẹp phơi đồ,Kẹp phơi,kẹp phơi,0.9593946933746338,True,1.6094379124341003,2,kẹp phơi,0.9593946933746338,True,1.6094379124341003,2
Thùng rác thông minh,Thùng rác thông minh,thùng rác thông minh,0.8489149808883667,True,1.6094379124341003,4,thùng rác thông minh,0.8489149808883667,True,1.6094379124341003,4
Túi hút chân không,Túi hút chân không,túi hút chân không,0.9339956641197205,True,1.6094379124341003,4,túi hút chân không,0.9339956641197205,True,1.6094379124341003,4
Cân sức khỏe điện tử,Cân sức khỏe,cân sức khỏe,0.47605443000793457,True,1.6094379124341003,3,cân sức khỏe,0.47605443000793457,True,1.6094379124341003,3
Nước hoa ô tô,Nước hoa ô tô,nước hoa ô tô,0.9875444173812866,True,1.6094379124341003,4,nước hoa ô tô,0.9875444173812866,True,1.6094379124341003,4
Thảm lót sàn ô tô,Thảm lót sàn,thảm lót sàn,0.6861659288406372,True,1.6094379124341003,3,thảm lót sàn,0.6861659288406372,True,1.6094379124341003,3
Camera hành trình Vietmap,Camera hành trình,camera hành trình,0.46446365118026733,True,1.6094379124341003,3,camera hành trình,0.46446365118026733,True,1.6094379124341003,3
Bơm lốp ô tô,Bơm lốp,Bơm lốp,0.8546606302261353,True,1.6094379124341003,2,Bơm lốp,0.8546606302261353,True,1.6094379124341003,2
Nước rửa kính ô tô,Nước rửa kính,nước rửa kính,0.626727819442749,True,1.6094379124341003,3,nước rửa kính,0.626727819442749,True,1.6094379124341003,3
Khăn lau xe microfiber,Khăn lau xe,khăn lau xe,0.695753812789917,True,1.6094379124341003,3,khăn lau xe,0.695753812789917,True,1.6094379124341003,3
Xi đánh bóng xe Cana,Xi đánh bóng,Xi đánh bóng,0.8625600934028625,True,1.6094379124341003,3,Xi đánh bóng,0.8625600934028625,True,1.6094379124341003,3
Áo trùm xe máy,Áo trùm xe,áo trùm xe,0.9529022574424744,True,1.6094379124341003,3,áo trùm xe,0.9529022574424744,True,1.6094379124341003,3
Yếm xe vespa,Yếm xe,yếm xe,0.8479340076446533,True,1.6094379124341003,2,yếm xe,0.8479340076446533,True,1.6094379124341003,2
Gác baga xe đạp,Gác baga,gác baga,0.9674473404884338,True,1.6094379124341003,2,gác baga,0.9674473404884338,True,1.6094379124341003,2
Đèn hậu xe đạp,Đèn hậu,đèn hậu,0.30657246708869934,True,1.6094379124341003,2,đèn hậu,0.30657246708869934,True,1.6094379124341003,2
Khóa dây xe đạp,Khóa dây,khóa dây,0.615500271320343,True,1.6094379124341003,2,khóa dây,0.615500271320343,True,1.6094379124341003,2
Mũ bảo hiểm xe đạp,Mũ bảo hiểm,Mũ bảo hiểm,0.3265498876571655,True,1.6094379124341003,3,Mũ bảo hiểm,0.3265498876571655,True,1.6094379124341003,3
Quần áo đi xe đạp,Quần áo,Quần áo,0.161757230758667,True,1.6094379124341003,2,Quần áo,0.161757230758667,True,1.6094379124341003,2
Giày leo núi,Giày leo núi,giày leo núi,0.9200320243835449,True,1.6094379124341003,3,giày leo núi,0.9200320243835449,True,1.6094379124341003,3
Gậy trekking,Gậy trekking,gậy trekking,0.9561429619789124,True,1.6094379124341003,2,gậy trekking,0.9561429619789124,True,1.6094379124341003,2
Lều cắm trại 2 người,Lều 2 người,Lều 2 người,0.5650122761726379,True,1.6094379124341003,3,Lều 2 người,0.5650122761726379,True,1.6094379124341003,3
Võng du lịch,Võng,Võng,0.47240182757377625,True,1.6094379124341003,1,Võng,0.47240182757377625,True,1.6094379124341003,1
Ghế câu cá,Ghế câu,ghế câu,0.8482193946838379,True,1.6094379124341003,2,ghế câu,0.8482193946838379,True,1.6094379124341003,2
Áo khoác chống nắng,Áo chống nắng,Áo khoác,0.34537646174430847,False,1.6094379124341003,2,Áo khoác,0.34537646174430847,False,1.6094379124341003,2
Kem chống hăm Bepanthen,Kem chống hăm,kem chống hăm,0.6059277653694153,True,1.6094379124341003,3,kem chống hăm,0.6059277653694153,True,1.6094379124341003,3
Siro ăn ngon cho bé,Siro ăn ngon,Siro ăn ngon,0.860388457775116,True,1.6094379124341003,3,Siro ăn ngon,0.860388457775116,True,1.6094379124341003,3
Men vi sinh BioGaia,Men vi sinh,Men vi sinh,0.7283291816711426,True,1.6094379124341003,3,Men vi sinh,0.7283291816711426,True,1.6094379124341003,3
Oresol,Oresol,oresol,0.9816510677337646,True,1.6094379124341003,1,oresol,0.9816510677337646,True,1.6094379124341003,1
Dầu cá Omega 3,Dầu cá,Dầu cá,0.1928166002035141,True,1.6094379124341003,2,Dầu cá,0.1928166002035141,True,1.6094379124341003,2
Collagen Shiseido,Collagen nước,Shiseido,0.7264375686645508,False,1.6094379124341003,1,Shiseido,0.7264413237571716,False,1.6094379124341003,1
Nhau thai cừu Úc,Nhau thai cừu,nhau thai cừu,0.9545259475708008,True,1.6094379124341003,3,nhau thai cừu,0.9545259475708008,True,1.6094379124341003,3
Tinh chất hàu Oyster Plus,Tinh chất hàu,tinh chất hàu,0.6478998064994812,True,1.6094379124341003,3,tinh chất hàu,0.6478998064994812,True,1.6094379124341003,3
Glucosamine,Glucosamine,Glucosamine,0.6299999952316284,True,1.6094379124341003,1,Glucosamine,0.6299999952316284,True,1.6094379124341003,1
Sụn vi cá mập,Sụn vi cá mập,sụn vi cá mập,0.985801637172699,True,1.6094379124341003,4,sụn vi cá mập,0.985801637172699,True,1.6094379124341003,4
Hoạt huyết dưỡng não,Hoạt huyết dưỡng não,hoạt huyết dưỡng não,0.9873204231262207,True,1.6094379124341003,4,hoạt huyết dưỡng não,0.9873204231262207,True,1.6094379124341003,4
Nước hoa hồng diếp cá,Nước hoa hồng,nước hoa hồng,0.42582976818084717,True,1.6094379124341003,3,nước hoa hồng,0.42582976818084717,True,1.6094379124341003,3
Serum trà xanh,Serum trà xanh,serum trà xanh,0.9436903595924377,True,1.6094379124341003,3,serum trà xanh,0.9436903595924377,True,1.6094379124341003,3
Kem ốc sên,Kem ốc sên,kem ốc sên,0.9728441834449768,True,1.6094379124341003,3,kem ốc sên,0.9728441834449768,True,1.6094379124341003,3
Mặt nạ tổ yến,Mặt nạ tổ yến,mặt nạ tổ yến,0.9871192574501038,True,1.6094379124341003,4,mặt nạ tổ yến,0.9871192574501038,True,1.6094379124341003,4
Dầu dừa,Dầu dừa,dầu dừa,0.7572493553161621,True,1.6094379124341003,2,dầu dừa,0.7572493553161621,True,1.6094379124341003,2
Bột trà xanh,Bột trà xanh,bột trà xanh,0.9281607270240784,True,1.6094379124341003,3,bột trà xanh,0.9281607270240784,True,1.6094379124341003,3
Cám gạo,Bột cám gạo,Bột cám gạo,0.7025874257087708,True,1.6094379124341003,2,Bột cám gạo,0.7025861144065857,True,1.6094379124341003,2
Nước vo gạo,Nước vo gạo,Nước vo gạo,0.917680561542511,True,1.6094379124341003,3,Nước vo gạo,0.917680561542511,True,1.6094379124341003,3
Giấm táo,Giấm táo,giấm táo,0.8661919832229614,True,1.6094379124341003,2,giấm táo,0.8661919832229614,True,1.6094379124341003,2
Mật ong Manuka,Mật ong Manuka,mật ong Manuka,0.9668611884117126,True,1.6094379124341003,3,mật ong Manuka,0.9668611884117126,True,1.6094379124341003,3
Tỏi đen,Tỏi đen,tỏi đen,0.8787640929222107,True,1.6094379124341003,2,tỏi đen,0.8787640929222107,True,1.6094379124341003,2
Rượu tỏi,Rượu tỏi,rượu tỏi,0.8604729175567627,True,1.6094379124341003,2,rượu tỏi,0.8604729175567627,True,1.6094379124341003,2
Chè vằng,Chè vằng,chè vằng,0.9696512222290039,True,1.6094379124341003,2,chè vằng,0.9696512222290039,True,1.6094379124341003,2
Lá sen khô,Lá sen,lá sen,0.9527166485786438,True,1.6094379124341003,2,lá sen,0.9527166485786438,True,1.6094379124341003,2
Kim chi Hàn Quốc,Kim chi,kim chi,0.41063880920410156,True,1.6094379124341003,2,kim chi,0.41063880920410156,True,1.6094379124341003,2
Rong biển cháy tỏi,Rong biển cháy tỏi,rong biển cháy tỏi,0.9911463260650635,True,1.6094379124341003,4,rong biển cháy tỏi,0.9911463260650635,True,1.6094379124341003,4
Bánh gạo Tokbokki,Tokbokki,tokbokki,0.6764293313026428,True,1.6094379124341003,1,tokbokki,0.6764370203018188,True,1.6094379124341003,1
Sốt tương ớt Gochujang,Gochujang,Gochujang,0.6312114596366882,True,1.6094379124341003,1,Gochujang,0.6312099099159241,True,1.6094379124341003,1
Dầu mè,Dầu mè,dầu mè,0.9366161823272705,True,1.6094379124341003,2,dầu mè,0.9366161823272705,True,1.6094379124341003,2
Miến dong,Miến dong,miến dong,0.9674658179283142,True,1.6094379124341003,2,miến dong,0.9674658179283142,True,1.6094379124341003,2
Bột năng,Bột năng,bột năng,0.9388763308525085,True,1.6094379124341003,2,bột năng,0.9388763308525085,True,1.6094379124341003,2
Nước cốt dừa,Nước cốt dừa,nước cốt dừa,0.9280214309692383,True,1.6094379124341003,3,nước cốt dừa,0.9280214309692383,True,1.6094379124341003,3
Vani,Hương vani,Hương vani,0.9220167398452759,True,1.6094379124341003,1,Hương vani,0.9220138192176819,True,1.6094379124341003,1
Bột nở (baking powder),Baking powder,baking powder,0.8048505783081055,True,1.6094379124341003,2,baking powder,0.8048489093780518,True,1.6094379124341003,2
Men nở (yeast),Men nở,men nở,0.9213345646858215,True,1.6094379124341003,2,men nở,0.9213345646858215,True,1.6094379124341003,2
Giấy nến (parchment paper),Giấy nến,giấy nến,0.8975828289985657,True,1.6094379124341003,2,giấy nến,0.8975828289985657,True,1.6094379124341003,2
Khuôn làm bánh,Khuôn làm bánh,khuôn làm bánh,0.9457837343215942,True,1.6094379124341003,3,khuôn làm bánh,0.9457837343215942,True,1.6094379124341003,3
Máy đánh trứng,Máy đánh trứng,máy đánh trứng,0.8844094276428223,True,1.6094379124341003,3,máy đánh trứng,0.8844094276428223,True,1.6094379124341003,3
Lò nướng Sanaky,Lò nướng,lò nướng,0.7338299751281738,True,1.6094379124341003,2,lò nướng,0.7338299751281738,True,1.6094379124341003,2
Cân tiểu ly,Cân tiểu ly,cân tiểu ly,0.9368820786476135,True,1.6094379124341003,3,cân tiểu ly,0.9368820786476135,True,1.6094379124341003,3
Thìa đong,Thìa đong,thìa đong,0.9883208274841309,True,1.6094379124341003,2,thìa đong,0.9883208274841309,True,1.6094379124341003,2
Phới lồng,Phới lồng,phới lồng,0.9347493648529053,True,1.6094379124341003,2,phới lồng,0.9347493648529053,True,1.6094379124341003,2
